GlobalVantageKey,Year,CompanyName,CountryofIncorporation,PrimarySICCode,TickerSymbol,CUSIPNumber,CentralIndexKey,DomesticLTICRSPMthlyAvg
1004,2000,AAR CORP,0,5080,AIR,361105,1750,11
1004,2001,AAR CORP,0,5080,AIR,361105,1750,11
1004,2002,AAR CORP,0,5080,AIR,361105,1750,12
1004,2003,AAR CORP,0,5080,AIR,361105,1750,14.25
1004,2004,AAR CORP,0,5080,AIR,361105,1750,15
1004,2005,AAR CORP,0,5080,AIR,361105,1750,15
1004,2006,AAR CORP,0,5080,AIR,361105,1750,14.75
1004,2007,AAR CORP,0,5080,AIR,361105,1750,14
1004,2008,AAR CORP,0,5080,AIR,361105,1750,14
1004,2009,AAR CORP,0,5080,AIR,361105,1750,14
1004,2010,AAR CORP,0,5080,AIR,361105,1750,14
1004,2011,AAR CORP,0,5080,AIR,361105,1750,14
1004,2012,AAR CORP,0,5080,AIR,361105,1750,14
1004,2013,AAR CORP,0,5080,AIR,361105,1750,14
1004,2014,AAR CORP,0,5080,AIR,361105,1750,14
1010,2000,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2001,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2002,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2003,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2004,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2005,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2006,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2007,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2008,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2009,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1010,2010,ACF INDUSTRIES HOLDING CORP,0,3743,4165A,00099V00X,910627,16
1034,2000,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,15
1034,2001,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,15
1034,2002,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,15
1034,2003,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,15.16666667
1034,2004,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,16.41666667
1034,2005,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,17
1034,2006,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,16.85714286
1034,2007,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,16
1034,2008,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,16
1034,2009,ALPHARMA INC  -CL A,0,2834,ALO.2,02081310X,730469,16
1038,2000,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,17.41666667
1038,2001,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,18.75
1038,2002,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,17.41666667
1038,2003,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,17
1038,2004,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,17
1038,2005,AMC ENTERTAINMENT INC -OLD,0,7830,AEN.2,00166910X,NA,17
1045,2000,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,12
1045,2001,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,12.66666667
1045,2002,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,14.58333333
1045,2003,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,18.25
1045,2004,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,18
1045,2005,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,18
1045,2006,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,17.41666667
1045,2007,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,17
1045,2008,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,17.5
1045,2009,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,18
1045,2010,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,18
1045,2011,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,19.5
1045,2012,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,27
1045,2013,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,26.16666667
1045,2014,AMERICAN AIRLINES GROUP INC,0,4512,AAL,02376R102,6201,16.83333333
1048,2000,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,10
1048,2001,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,10
1048,2002,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,10.41666667
1048,2003,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,15.91666667
1048,2004,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,17.91666667
1048,2005,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,17.41666667
1048,2006,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,16.33333333
1048,2007,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,10.16666667
1048,2008,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,9
1048,2009,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,9
1048,2010,ANR PIPELINE CO,0,4922,4267A,00181400X,65695,9
1056,2007,AEROFLEX INC,0,3825,ARXX,00776810X,2601,17
1075,2000,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11
1075,2001,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11
1075,2002,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11
1075,2003,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11
1075,2004,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11
1075,2005,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11.08333333
1075,2006,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,12
1075,2007,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,12
1075,2008,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,12
1075,2009,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,12
1075,2010,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,12
1075,2011,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,11.41666667
1075,2012,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,10.83333333
1075,2013,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,9.916666667
1075,2014,PINNACLE WEST CAPITAL CORP,0,4911,PNW,723484101,764622,9
1078,2000,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,2
1078,2001,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,4.5
1078,2002,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2003,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2004,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2005,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2006,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2007,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2008,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2009,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2010,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2011,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5
1078,2012,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,5.5
1078,2013,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,7
1078,2014,ABBOTT LABORATORIES,0,2834,ABT,2824100,1800,7
1095,2000,ACKERLEY GROUP INC,0,4833,AK,00452710X,319120,15
1095,2001,ACKERLEY GROUP INC,0,4833,AK,00452710X,319120,16.16666667
1095,2002,ACKERLEY GROUP INC,0,4833,AK,00452710X,319120,17
1111,2005,ACTIVISION INC,0,7372,ATVI.1,00493020X,NA,15
1111,2006,ACTIVISION INC,0,7372,ATVI.1,00493020X,NA,15
1111,2007,ACTIVISION INC,0,7372,ATVI.1,00493020X,NA,15
1111,2008,ACTIVISION INC,0,7372,ATVI.1,00493020X,NA,15
1161,2000,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2001,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2002,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17.16666667
1161,2003,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,18
1161,2004,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17.75
1161,2005,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2006,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,16
1161,2007,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,16.75
1161,2008,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2009,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,18.33333333
1161,2010,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2011,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,16
1161,2012,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,15.25
1161,2013,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1161,2014,ADVANCED MICRO DEVICES,0,3674,AMD,7903107,2488,17
1164,2000,MCI INC,0,4813,MCIP,55269110X,723527,9
1164,2001,MCI INC,0,4813,MCIP,55269110X,723527,9.916666667
1164,2002,MCI INC,0,4813,MCIP,55269110X,723527,19.18181818
1164,2004,MCI INC,0,4813,MCIP,55269110X,723527,16
1164,2005,MCI INC,0,4813,MCIP,55269110X,723527,16
1164,2006,MCI INC,0,4813,MCIP,55269110X,723527,8
1177,2000,AETNA INC,0,6324,AET,00817Y108,1122304,8.166666667
1177,2001,AETNA INC,0,6324,AET,00817Y108,1122304,10.33333333
1177,2002,AETNA INC,0,6324,AET,00817Y108,1122304,11
1177,2003,AETNA INC,0,6324,AET,00817Y108,1122304,11
1177,2004,AETNA INC,0,6324,AET,00817Y108,1122304,10.83333333
1177,2005,AETNA INC,0,6324,AET,00817Y108,1122304,10
1177,2006,AETNA INC,0,6324,AET,00817Y108,1122304,9.333333333
1177,2007,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2008,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2009,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2010,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2011,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2012,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2013,AETNA INC,0,6324,AET,00817Y108,1122304,9
1177,2014,AETNA INC,0,6324,AET,00817Y108,1122304,8.25
1209,2000,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2001,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2002,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2003,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2004,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2005,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2006,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2007,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2008,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2009,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2010,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2011,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2012,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2013,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1209,2014,AIR PRODUCTS & CHEMICALS INC,0,2810,APD,9158106,2969,8
1213,2000,AIRBORNE INC,0,4513,ABF,00926910X,3000,10
1213,2001,AIRBORNE INC,0,4513,ABF,00926910X,3000,11.5
1213,2002,AIRBORNE INC,0,4513,ABF,00926910X,3000,12
1213,2003,AIRBORNE INC,0,4513,ABF,00926910X,3000,11.55555556
1224,2000,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,7.166666667
1224,2001,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,9
1224,2002,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,9
1224,2003,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,9
1224,2004,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,9
1224,2005,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,9.583333333
1224,2006,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,10
1224,2007,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,10
1224,2008,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,10
1224,2009,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,10.91666667
1224,2010,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,11
1224,2011,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,11
1224,2012,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,11
1224,2013,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,11.08333333
1224,2014,ALABAMA GAS CORP,0,4924,EGN1,10284008,3146,11
1225,2000,ALABAMA POWER CO,0,4911,SO1,10392009,3153,7.083333333
1225,2001,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2002,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2003,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2004,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2005,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2006,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2007,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2008,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2009,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2010,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2011,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2012,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2013,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1225,2014,ALABAMA POWER CO,0,4911,SO1,10392009,3153,8
1230,2000,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,13
1230,2001,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,13.33333333
1230,2002,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,14
1230,2003,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,14.33333333
1230,2004,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15
1230,2005,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15
1230,2006,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15
1230,2007,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15
1230,2008,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15.91666667
1230,2009,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,17
1230,2010,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,16.58333333
1230,2011,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15.5
1230,2012,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,15
1230,2013,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,14.41666667
1230,2014,ALASKA AIR GROUP INC,0,4512,ALK,11659109,766421,12.83333333
1239,2000,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2001,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2002,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2003,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2004,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2005,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2006,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,10
1239,2007,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,11.66666667
1239,2008,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,12
1239,2009,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,11.91666667
1239,2010,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,11
1239,2011,ALBERTO-CULVER CO,0,2844,ACV.1,01307810X,1368457,11
1240,2000,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,8.416666667
1240,2001,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,10
1240,2002,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,10
1240,2003,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,10.5
1240,2004,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,11
1240,2005,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,11.58333333
1240,2006,ALBERTSON'S INC,0,5411,ABS.1,01310410X,3333,12
1246,2000,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,10
1246,2001,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,11.83333333
1246,2002,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,12
1246,2003,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,12
1246,2004,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,13.66666667
1246,2005,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,14
1246,2006,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,14
1246,2007,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,14
1246,2008,IKON OFFICE SOLUTIONS,0,5040,IKN,45171310X,3370,14.81818182
1254,2005,MATSON INC,0,4400,MATX,57686G105,3453,9
1254,2006,MATSON INC,0,4400,MATX,57686G105,3453,9
1254,2007,MATSON INC,0,4400,MATX,57686G105,3453,9
1254,2008,MATSON INC,0,4400,MATX,57686G105,3453,9
1254,2009,MATSON INC,0,4400,MATX,57686G105,3453,9.583333333
1254,2010,MATSON INC,0,4400,MATX,57686G105,3453,10
1254,2011,MATSON INC,0,4400,MATX,57686G105,3453,10
1274,2000,ALLEGHANY CORP,0,6331,Y,17175100,775368,9
1274,2001,ALLEGHANY CORP,0,6331,Y,17175100,775368,9
1274,2006,ALLEGHANY CORP,0,6331,Y,17175100,775368,10
1274,2007,ALLEGHANY CORP,0,6331,Y,17175100,775368,10
1274,2008,ALLEGHANY CORP,0,6331,Y,17175100,775368,10.83333333
1274,2009,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1274,2010,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1274,2011,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1274,2012,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1274,2013,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1274,2014,ALLEGHANY CORP,0,6331,Y,17175100,775368,11
1279,2000,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,7
1279,2001,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,7.833333333
1279,2002,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,10.5
1279,2003,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,16.33333333
1279,2004,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,16.58333333
1279,2005,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,15.33333333
1279,2006,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,13
1279,2007,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,12.33333333
1279,2008,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,12
1279,2009,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,12
1279,2010,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,12
1279,2011,ALLEGHENY ENERGY INC,0,4911,AYE,01736110X,3673,12
1300,2000,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2001,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2002,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2003,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2004,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2005,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2006,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2007,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2008,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2009,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2010,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2011,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2012,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2013,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1300,2014,HONEYWELL INTERNATIONAL INC,0,3822,HON,438516106,773840,8
1308,2006,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,18
1308,2007,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,17
1308,2008,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,16.5
1308,2009,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,18.91666667
1308,2010,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,18
1308,2011,ALLIS-CHALMERS ENERGY INC,0,1381,ALY,01964550X,3982,18
1318,2000,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2001,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2002,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2003,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2004,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2005,ALLTEL CORP,0,4812,AT.2,02003910X,65873,8
1318,2006,ALLTEL CORP,0,4812,AT.2,02003910X,65873,9
1318,2007,ALLTEL CORP,0,4812,AT.2,02003910X,65873,12.36363636
1356,2000,ALCOA INC,0,3350,AA,13817101,4281,7
1356,2001,ALCOA INC,0,3350,AA,13817101,4281,7
1356,2002,ALCOA INC,0,3350,AA,13817101,4281,7.25
1356,2003,ALCOA INC,0,3350,AA,13817101,4281,8.583333333
1356,2004,ALCOA INC,0,3350,AA,13817101,4281,9
1356,2005,ALCOA INC,0,3350,AA,13817101,4281,9
1356,2006,ALCOA INC,0,3350,AA,13817101,4281,9
1356,2007,ALCOA INC,0,3350,AA,13817101,4281,10
1356,2008,ALCOA INC,0,3350,AA,13817101,4281,10
1356,2009,ALCOA INC,0,3350,AA,13817101,4281,11.83333333
1356,2010,ALCOA INC,0,3350,AA,13817101,4281,12
1356,2011,ALCOA INC,0,3350,AA,13817101,4281,12
1356,2012,ALCOA INC,0,3350,AA,13817101,4281,12
1356,2013,ALCOA INC,0,3350,AA,13817101,4281,12
1356,2014,ALCOA INC,0,3350,AA,13817101,4281,12
1359,2000,ALZA CORP,0,2834,AZA.1,02261510X,4310,11
1359,2001,ALZA CORP,0,2834,AZA.1,02261510X,4310,11
1380,2000,HESS CORP,0,2911,HES,42809H107,4447,10.83333333
1380,2001,HESS CORP,0,2911,HES,42809H107,4447,10.41666667
1380,2002,HESS CORP,0,2911,HES,42809H107,4447,11
1380,2003,HESS CORP,0,2911,HES,42809H107,4447,11
1380,2004,HESS CORP,0,2911,HES,42809H107,4447,11.83333333
1380,2005,HESS CORP,0,2911,HES,42809H107,4447,12
1380,2006,HESS CORP,0,2911,HES,42809H107,4447,12
1380,2007,HESS CORP,0,2911,HES,42809H107,4447,12
1380,2008,HESS CORP,0,2911,HES,42809H107,4447,12
1380,2009,HESS CORP,0,2911,HES,42809H107,4447,12
1380,2010,HESS CORP,0,2911,HES,42809H107,4447,11.5
1380,2011,HESS CORP,0,2911,HES,42809H107,4447,11
1380,2012,HESS CORP,0,2911,HES,42809H107,4447,11
1380,2013,HESS CORP,0,2911,HES,42809H107,4447,11
1380,2014,HESS CORP,0,2911,HES,42809H107,4447,11
1382,2000,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,16
1382,2001,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,17.5
1382,2002,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,19.25
1382,2003,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2004,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2005,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2006,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2007,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2008,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2009,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2010,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2011,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2012,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,18
1382,2013,US AIRWAYS GROUP INC,0,4512,LCC,90341W10X,701345,17.72727273
1388,2000,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,12
1388,2001,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,12.66666667
1388,2002,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,14.58333333
1388,2003,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,18.25
1388,2004,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,18
1388,2005,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,18
1388,2006,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,17.41666667
1388,2007,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,17
1388,2008,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,17.5
1388,2009,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,18
1388,2010,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,18
1388,2011,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,19.5
1388,2012,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,27
1388,2013,AMERICAN AIRLINES INC,0,4512,AMR1,23771009,4515,26.16666667
